

*** Start of Header ***

Signature:  	 HERA Writer V 1.1
Separator TAB
Decimal Separator:  "." 
Date:  	 09/06/2025 
Time:  	 12:11:07 
Username:  	 Guest 
Description:  	 Charge Histogram  
Dataset Channels: 	 2 
Dataset Samples:  	 2000 

Data taking Conditions:  	 L.E.D. Driver Setting:  
 
Dataset metadata
Date / Time creation: 	 20250609-T121107 
User: 	 Guest 
Activity code: 	 20 
Sub-Activity code: 	 1 
Sub-Activity: 	 A1.1 SiPM Characterization 

PSAU settings:
 Channel in use: 	 1 

Channels setting follow: 	  
Ch.:  	 0 
SiPM Serial: 	 10564 
Bias Voltage [V]: 	 55,00 
Gain [dB]: 	 25,00 
Threshold [mV]: 	 -10,00 
Channel Temperature [°C]: 	 21,30 
T Compensation:  	 Off 
dV/dT 	 20,00 
Ch.:  	 1 
SiPM Serial: 	 10567 
Bias Voltage [V]: 	 53,50 
Gain [dB]: 	 25,00 
Threshold [mV]: 	 -250,00 
Channel Temperature [°C]: 	 26,90 
T Compensation:  	 On 
dV/dT 	 20,00 

DGTZ settings:
 Model: 	 DT5720A 
Model #: 	 9 
Serial #: 	 1164 
Channel 0 Status: 	 Off 
Channel 1 Status: 	 On 
DC Offset 0: 	 -38 
DC Offset 1: 	 0 
Trigger Mode: 	 FALSE 
Trigger Rise Time: 	 8 
Trigger Mean: 	 8 
Trigger 0 Thresh.: 	 30 
Trigger 1 Thresh.: 	 0 
Gate Mode: 	 FALSE 
Gate Width|Pre|Hold: 	 200 | 72 | 5000 
Baseline Mean|Thresh.|NoFlatTime: 	 16 | 8 | 5000 
Coincidence Status: 	 FALSE 
Coincidence on GPO|Time: 	 0 | 0 
*** End of Header ***
 
ADC Channel	Counts	 
-97.50 	0 	
-92.50 	0 	
-87.50 	0 	
-82.50 	0 	
-77.50 	0 	
-72.50 	1 	
-67.50 	0 	
-62.50 	0 	
-57.50 	0 	
-52.50 	0 	
-47.50 	0 	
-42.50 	6 	
-37.50 	3 	
-32.50 	12 	
-27.50 	16 	
-22.50 	33 	
-17.50 	66 	
-12.50 	103 	
-7.50 	147 	
-2.50 	165 	
2.50 	163 	
7.50 	137 	
12.50 	97 	
17.50 	87 	
22.50 	57 	
27.50 	37 	
32.50 	24 	
37.50 	31 	
42.50 	39 	
47.50 	89 	
52.50 	141 	
57.50 	247 	
62.50 	446 	
67.50 	546 	
72.50 	719 	
77.50 	843 	
82.50 	817 	
87.50 	819 	
92.50 	647 	
97.50 	433 	
102.50 	300 	
107.50 	175 	
112.50 	102 	
117.50 	82 	
122.50 	123 	
127.50 	159 	
132.50 	344 	
137.50 	563 	
142.50 	920 	
147.50 	1420 	
152.50 	1804 	
157.50 	2242 	
162.50 	2395 	
167.50 	2440 	
172.50 	2079 	
177.50 	1739 	
182.50 	1197 	
187.50 	800 	
192.50 	528 	
197.50 	350 	
202.50 	237 	
207.50 	282 	
212.50 	490 	
217.50 	781 	
222.50 	1234 	
227.50 	1960 	
232.50 	2783 	
237.50 	3642 	
242.50 	4092 	
247.50 	4518 	
252.50 	4421 	
257.50 	3934 	
262.50 	3122 	
267.50 	2352 	
272.50 	1536 	
277.50 	1008 	
282.50 	680 	
287.50 	548 	
292.50 	628 	
297.50 	924 	
302.50 	1481 	
307.50 	2192 	
312.50 	3272 	
317.50 	4416 	
322.50 	5413 	
327.50 	6236 	
332.50 	6463 	
337.50 	6079 	
342.50 	5306 	
347.50 	4313 	
352.50 	3130 	
357.50 	2125 	
362.50 	1478 	
367.50 	1033 	
372.50 	910 	
377.50 	998 	
382.50 	1460 	
387.50 	2186 	
392.50 	3153 	
397.50 	4384 	
402.50 	5533 	
407.50 	6560 	
412.50 	7186 	
417.50 	7183 	
422.50 	6764 	
427.50 	5692 	
432.50 	4574 	
437.50 	3428 	
442.50 	2280 	
447.50 	1607 	
452.50 	1157 	
457.50 	1023 	
462.50 	1353 	
467.50 	1780 	
472.50 	2612 	
477.50 	3704 	
482.50 	4693 	
487.50 	5849 	
492.50 	6677 	
497.50 	6965 	
502.50 	6853 	
507.50 	6138 	
512.50 	4978 	
