ADC Channel - Charge distribution;Counts - Charge distribution
1275;0
1277;0
1279;0
1281;0
1283;0
1285;0
1287;0
1289;0
1291;0
1293;0
1295;0
1297;0
1299;0
1301;0
1303;0
1305;0
1307;0
1309;0
1311;0
1313;0
1315;0
1317;0
1319;0
1321;0
1323;0
1325;0
1327;0
1329;0
1331;0
1333;0
1335;0
1337;0
1339;0
1341;0
1343;0
1345;0
1347;0
1349;0
1351;0
1353;0
1355;0
1357;0
1359;0
1361;0
1363;0
1365;0
1367;0
1369;0
1371;0
1373;0
1375;0
1377;0
1379;0
1381;0
1383;0
1385;0
1387;0
1389;0
1391;0
1393;0
1395;0
1397;0
1399;0
1401;0
1403;0
1405;0
1407;0
1409;0
1411;0
1413;0
1415;0
1417;0
1419;0
1421;0
1423;0
1425;0
1427;0
1429;0
1431;0
1433;0
1435;0
1437;0
1439;0
1441;0
1443;0
1445;0
1447;0
1449;0
1451;0
1453;0
1455;0
1457;0
1459;0
1461;0
1463;0
1465;0
1467;0
1469;0
1471;0
1473;0
1475;0
1477;0
1479;0
1481;0
1483;0
1485;0
1487;0
1489;0
1491;0
1493;0
1495;0
1497;0
1499;0
1501;0
1503;0
1505;0
1507;0
1509;0
1511;0
1513;0
1515;0
1517;0
1519;0
1521;0
1523;0
1525;0
1527;0
1529;0
1531;0
1533;0
1535;0
1537;0
1539;0
1541;0
1543;0
1545;0
1547;0
1549;0
1551;0
1553;0
1555;0
1557;0
1559;0
1561;0
1563;0
1565;0
1567;0
1569;0
1571;0
1573;0
1575;0
1577;0
1579;0
1581;0
1583;0
1585;0
1587;0
1589;0
1591;0
1593;0
1595;0
1597;0
1599;0
1601;0
1603;0
1605;0
1607;0
1609;0
1611;0
1613;0
1615;0
1617;0
1619;0
1621;0
1623;0
1625;0
1627;0
1629;0
1631;0
1633;0
1635;0
1637;0
1639;0
1641;0
1643;0
1645;0
1647;0
1649;0
1651;0
1653;0
1655;0
1657;0
1659;0
1661;0
1663;0
1665;0
1667;0
1669;0
1671;0
1673;0
1675;0
1677;0
1679;0
1681;0
1683;0
1685;0
1687;0
1689;0
1691;0
1693;0
1695;0
1697;0
1699;0
1701;0
1703;0
1705;0
1707;0
1709;0
1711;0
1713;0
1715;0
1717;0
1719;0
1721;0
1723;0
1725;0
1727;0
1729;0
1731;0
1733;0
1735;0
1737;0
1739;0
1741;0
1743;0
1745;0
1747;0
1749;0
